Anomaly ID,Date,Start Time,Anomaly description,2-butanone (Trace Contaminants),Acetaldehyde (Trace Contaminants),Aux Cabin Fan #1 (L1),Aux Cabin Fan #2 (L1),bank1 Amps (Subfloor),bank2 Amps (Subfloor),bank3 Amps (Subfloor),bank4 Amps (Subfloor),Cabin Temperature (L1),Cabin Temperature (L2),Crew Quarters Humidity (Crew),Crew Quarters Radiation (Crew),Dichloromethane (Trace Contaminants),DMCPS (Trace Contaminants),Ethanol (Trace Contaminants),Ethyl Acetate (Trace Contaminants),Fuel Cell #1 Current (Subfloor),Fuel Cell #1 PQM (Subfloor),Fuel Cell #1 Stack Outlet Temp (Subfloor),Fuel Cell #2 Current (Subfloor),Fuel Cell #2 PQM (Subfloor),Fuel Cell #2 Stack Outlet Temp (Subfloor),H2O (Crew),H2O pH,HMCTS (Trace Contaminants),Humidity (L1),Humidity (L2),Main Cabin Fan #1 (L1),Main Cabin Fan #2 (L1),m-p Xylenes (Trace Contaminants),n_Butanol (Trace Contaminants),OMCTS (Trace Contaminants),o-Xylene (Trace Contaminants),ppCO2 (L1),ppCO2 (L2),ppH2 (L1),ppH2 (L2),ppH2O (L1),ppH2O (L2),ppN2 (L1),ppN2 (L2),ppO2 (L1),ppO2 (L2),Pressure (L1),Pressure (L2),Radiation (L1),Radiation (L2),Toluene (Trace Contaminants),Total Cabin Pressure (L1),Total Cabin Pressure (L2),Trimethylsilanol (Trace Contaminants),WRS Valve Flow (L2),Signature,Final Root Cause,Potential Risks,Actions Taken,End Date,End Time,Affected Susbystems
254,5/15/2011,8:56:24 PM,Contaminant Ethanol (C2H6O) is above max limit of 4 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethanol Exceeds Upper Warning Limit,Charcoal filter is oversaturated,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,5/15/2011,10:03:13 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
255,8/16/2005,9:45:39 PM,Contaminant Ethanol (C2H6O) is above max limit of 4 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethanol Exceeds Upper Warning Limit,Inside of TCCS has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris inside TCCS using shop vacuum,8/16/2005,10:57:56 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
256,10/13/2006,12:45:39 PM,Contaminant Ethanol (C2H6O) is above max limit of 4 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethanol Exceeds Upper Warning Limit,Charcoal airfilter has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris on filters using shop vacuum,10/13/2006,1:10:25 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
257,12/11/2008,8:35:57 AM,Contaminant Ethanol (C2H6O) is above max limit of 4 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethanol Exceeds Upper Warning Limit,Charcoal filter replacement is not securly fitted into TCCS filter assembly housing,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Use tools (screwdrivers;wrench;etc.) to securely fasten the charcoal filter. Check for leaks if any. Restart the filter and observe for leaks.,12/11/2008,9:46:05 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
258,11/1/2016,8:56:07 PM,Contaminant Ethanol (C2H6O) is above max limit of 4 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethanol Exceeds Upper Warning Limit,A USED filter was inserted to replace charcoal filter,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,11/1/2016,9:59:54 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
259,1/27/2000,12:15:16 PM,Contaminant Ethanol (C2H6O) is above max limit of 4 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethanol Exceeds Upper Warning Limit,Air flow direction on activated filter is not pointing up,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Refer to Figure 4 on Filter Swapout Procedure 3.120 to re-align filter with airflow,1/27/2000,1:45:50 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
260,10/7/2017,12:31:06 AM,Contaminant N-Butanol (C4H9OH) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,N-Butanol Exceeds Upper Warning Limit,Charcoal filter is oversaturated,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,10/7/2017,1:34:19 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
261,10/25/2001,8:05:17 AM,Contaminant N-Butanol (C4H9OH) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,N-Butanol Exceeds Upper Warning Limit,Inside of TCCS has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris inside TCCS using shop vacuum,10/25/2001,8:54:32 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
262,12/24/2005,5:57:16 AM,Contaminant N-Butanol (C4H9OH) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,N-Butanol Exceeds Upper Warning Limit,Charcoal airfilter has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris on filters using shop vacuum,12/24/2005,6:53:17 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
263,8/5/2015,4:07:58 PM,Contaminant N-Butanol (C4H9OH) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,N-Butanol Exceeds Upper Warning Limit,Charcoal filter replacement is not securly fitted into TCCS filter assembly housing,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Use tools (screwdrivers;wrench;etc.) to securely fasten the charcoal filter. Check for leaks if any. Restart the filter and observe for leaks.,8/5/2015,5:15:04 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
264,12/1/2018,11:38:07 PM,Contaminant N-Butanol (C4H9OH) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,N-Butanol Exceeds Upper Warning Limit,A USED filter was inserted to replace charcoal filter,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,12/1/2018,12:59:20 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
265,5/2/2009,11:56:59 AM,Contaminant N-Butanol (C4H9OH) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,N-Butanol Exceeds Upper Warning Limit,Air flow direction on activated filter is not pointing up,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Refer to Figure 4 on Filter Swapout Procedure 3.120 to re-align filter with airflow,5/2/2009,12:44:04 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
266,4/21/2013,2:04:08 AM,Contaminant Ethyl Acetate (C4H8O2) is above max limit of 0.2 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethyl Acetate Exceeds Upper Warning Limit,Charcoal filter is oversaturated,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,4/21/2013,2:31:03 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
267,11/19/2010,10:10:34 PM,Contaminant Ethyl Acetate (C4H8O2) is above max limit of 0.2 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethyl Acetate Exceeds Upper Warning Limit,Inside of TCCS has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris inside TCCS using shop vacuum,11/19/2010,11:12:55 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
268,3/11/2002,12:39:27 AM,Contaminant Ethyl Acetate (C4H8O2) is above max limit of 0.2 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethyl Acetate Exceeds Upper Warning Limit,Charcoal airfilter has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris on filters using shop vacuum,3/11/2002,2:01:32 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
269,2/6/2007,1:54:37 PM,Contaminant Ethyl Acetate (C4H8O2) is above max limit of 0.2 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethyl Acetate Exceeds Upper Warning Limit,Charcoal filter replacement is not securly fitted into TCCS filter assembly housing,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Use tools (screwdrivers;wrench;etc.) to securely fasten the charcoal filter. Check for leaks if any. Restart the filter and observe for leaks.,2/6/2007,2:45:10 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
270,8/12/2014,1:23:23 AM,Contaminant Ethyl Acetate (C4H8O2) is above max limit of 0.2 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethyl Acetate Exceeds Upper Warning Limit,A USED filter was inserted to replace charcoal filter,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,8/12/2014,1:36:12 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
271,12/18/2000,12:03:10 PM,Contaminant Ethyl Acetate (C4H8O2) is above max limit of 0.2 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Ethyl Acetate Exceeds Upper Warning Limit,Air flow direction on activated filter is not pointing up,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Refer to Figure 4 on Filter Swapout Procedure 3.120 to re-align filter with airflow,12/18/2000,1:25:15 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
272,1/19/2016,5:47:11 PM,Contaminant m-p Xylenes (C6H4(CH3)2) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,m-p Xylenes Exceeds Upper Warning Limit,Charcoal filter is oversaturated,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,1/19/2016,7:15:10 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
273,2/28/2005,3:37:52 PM,Contaminant m-p Xylenes (C6H4(CH3)2) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,m-p Xylenes Exceeds Upper Warning Limit,Inside of TCCS has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris inside TCCS using shop vacuum,2/28/2005,4:26:41 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
274,9/19/2007,9:46:05 PM,Contaminant m-p Xylenes (C6H4(CH3)2) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,m-p Xylenes Exceeds Upper Warning Limit,Charcoal airfilter has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris on filters using shop vacuum,9/19/2007,10:09:24 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
275,5/2/2006,12:45:22 AM,Contaminant m-p Xylenes (C6H4(CH3)2) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,m-p Xylenes Exceeds Upper Warning Limit,Charcoal filter replacement is not securly fitted into TCCS filter assembly housing,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Use tools (screwdrivers;wrench;etc.) to securely fasten the charcoal filter. Check for leaks if any. Restart the filter and observe for leaks.,5/2/2006,1:07:58 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
276,3/14/2017,3:32:50 PM,Contaminant m-p Xylenes (C6H4(CH3)2) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,m-p Xylenes Exceeds Upper Warning Limit,A USED filter was inserted to replace charcoal filter,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,3/14/2017,4:41:05 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
277,7/10/2003,3:37:18 PM,Contaminant m-p Xylenes (C6H4(CH3)2) is above max limit of 0.1 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,m-p Xylenes Exceeds Upper Warning Limit,Air flow direction on activated filter is not pointing up,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Refer to Figure 4 on Filter Swapout Procedure 3.120 to re-align filter with airflow,7/10/2003,5:00:49 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
278,7/29/2011,10:36:29 AM,Contaminat Trimethylsilanol (C3H10OSi) is above max limit of 0.35 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,Trimethylsilanol Exceeds Upper Warning Limit,Charcoal filter is oversaturated,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,7/29/2011,10:58:39 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
279,5/5/2003,8:36:23 AM,Contaminat Trimethylsilanol (C3H10OSi) is above max limit of 0.35 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,Trimethylsilanol Exceeds Upper Warning Limit,Inside of TCCS has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris inside TCCS using shop vacuum,5/5/2003,9:19:26 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
280,7/21/2001,9:47:57 PM,Contaminat Trimethylsilanol (C3H10OSi) is above max limit of 0.35 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,Trimethylsilanol Exceeds Upper Warning Limit,Charcoal airfilter has debris,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Remove debris on filters using shop vacuum,7/21/2001,10:56:21 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
281,7/5/2017,2:04:34 AM,Contaminat Trimethylsilanol (C3H10OSi) is above max limit of 0.35 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,Trimethylsilanol Exceeds Upper Warning Limit,Charcoal filter replacement is not securly fitted into TCCS filter assembly housing,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Use tools (screwdrivers;wrench;etc.) to securely fasten the charcoal filter. Check for leaks if any. Restart the filter and observe for leaks.,7/5/2017,2:17:23 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
282,4/17/2006,4:42:14 PM,Contaminat Trimethylsilanol (C3H10OSi) is above max limit of 0.35 ppm,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,Trimethylsilanol Exceeds Upper Warning Limit,A USED filter was inserted to replace charcoal filter,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Replace charcoal filter with NEW filter from airlock,4/17/2006,6:11:48 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
